question,bloom_level,source, language
Give THREE disadvantages of X-Ray Photoelectron Spectroscopy (XPS).,Understand,figshare_exam_questions,en
Give THREE examples of symptoms that resemble herbicide damage on plants.,Understand,figshare_exam_questions,en
Give TWO (2) differences between Unicode and IS0-8859 text encoding formats.,Understand,figshare_exam_questions,en
Give TWO (2) examples how intrinsic reliability failure occurs in ICs.,Understand,figshare_exam_questions,en
Give TWO advantages of X-Ray Photoelectron Spectroscopy (XPS).,Understand,figshare_exam_questions,en
Give TWO disadvantages of Transmission Electron Microscopy (TEM).,Understand,figshare_exam_questions,en
Give TWO examples how breeding is similar to natural selection.,Understand,figshare_exam_questions,en
Give TWO examples of natural and artificial means of the seed dispersal of weeds respectively.,Understand,figshare_exam_questions,en
Give TWO functions of egg yolks in mayonnaise production.,Understand,figshare_exam_questions,en
Give TWO methods to measure the surface coverage.,Understand,figshare_exam_questions,en
Give an example of trait and phenotype to describe a Belgian Blue.,Understand,figshare_exam_questions,en
Give the appropriate formula to calculate the kinetic energy of sodium.,Understand,figshare_exam_questions,en
Give the appropriate formula to calculate the velocity of the sedimentation.,Understand,figshare_exam_questions,en
Give the difference between parameter and formal parameter.,Understand,figshare_exam_questions,en
Give the enzyme group number and name for acetylcholine esterase. Describe the non-covalent interactions used by acetylcholine esterase for substrate binding.,Understand,figshare_exam_questions,en
"Given a graph of production trends in automobiles, describe what the graph represents in a memo to your boss.",Understand,figshare_exam_questions,en
"Given these five corrosion inhibitors, V, W, X, Y, Z, identify which are passivators",Understand,figshare_exam_questions,en
Glass is known to have good qualities and properties related to thermal and sound insulations. Discuss the application of glass in the construction of green building.,Understand,figshare_exam_questions,en
Hersey and Blanchard (1977) style of leadership specifies that a leader's behavior corresponds to employees' level of maturity. Explain the FOUR (4) styles of Situational Leadership and support your answer with an example for each of the styles on whom they should be applied in an organization.,Understand,figshare_exam_questions,en
Highlight THREE (3) differences between bitmap images and vector graphics.,Understand,figshare_exam_questions,en
Highlight the differences between an equilibrium in dominant strategy as compared to Nash equilibrium.,Understand,figshare_exam_questions,en
Highlight the importance of bioinformatics analysis in genomic studies.,Understand,figshare_exam_questions,en
Highlight the important issues discussed in Greenbury Report 1995.,Understand,figshare_exam_questions,en
How can you describe _____________?,Understand,figshare_exam_questions,en
How can you explain what is meant ...?,Understand,figshare_exam_questions,en
How would you classify the geographic location of your school,Understand,figshare_exam_questions,en
How would you classify the type of ...?,Understand,figshare_exam_questions,en
How would you compare SAS with the Visual Basic Application and SPSS for the processing and analysis of mainframe data,Understand,figshare_exam_questions,en
How would you express ________________?,Understand,figshare_exam_questions,en
IBS components can be divided into five broad categories. Briefly describe with examples all FIVE (5) categories.,Understand,figshare_exam_questions,en
Identify FIVE (5) lists giving advices of how organization can cominunicate with the public during the crisis. Explain your answer with ONE (1) example for each advice given.,Understand,figshare_exam_questions,en
Identify FIVE (5) points on how social media can be utilized by the organization during a crisis. Elaborate your answers with explanation for each point.,Understand,figshare_exam_questions,en
Identify FIVE (5) strategies to make hypermarket retail layout to be more attractive in responding to customers' various shopping behaviors.,Understand,figshare_exam_questions,en
Identify FOUR (4) factors that affect the willingness of people to perform prosocial behaviors.,Understand,figshare_exam_questions,en
Identify FOUR (4) major crisis variables in organizing and analyzing crisis evolution data. Support your answer with explanation and ONE (1) example for each variable.,Understand,figshare_exam_questions,en
Identify FOUR (4) statements should be avoided by spokesperson as the representative of an organization during a press conference. Elaborate your answer with an example for each statement.,Understand,figshare_exam_questions,en
Identify FOUR (4) types of key publics that McDonald's Malaysia has to notify about the crisis. Explain your answer with appropriate example for each of the publics.,Understand,figshare_exam_questions,en
Identify THREE (3) building related statutory laws in Malaysia.,Understand,figshare_exam_questions,en
Identify THREE (3) possible threats you should anticipate for this Internet-based business.,Understand,figshare_exam_questions,en
Identify THREE (3) types of mortar used in wall construction.,Understand,figshare_exam_questions,en
Identify THREE (3) types of securities that are issued by Malaysian government. Explain each in detail.,Understand,figshare_exam_questions,en
Identify TWO (2) functions of crisis communication that must be addressed when communicating with internal stakeholder during a crisis. Explain your answer with an exarnple for each function.,Understand,figshare_exam_questions,en
Identify TWO (2) types of personality that are relevant to aggression.,Understand,figshare_exam_questions,en
